	id	arquivo	nome	ano	km	cor	cambio	portas	preco
676	796	./dados/dados_carro\Carro-1926.html	Hyundai HB20 1.0 Comfort 2013	2013 / 2013	72.921	Vermelho	manual	5.0	31.490,00
677	797	./dados/dados_carro\Carro-1927.html	Hyundai HB20 1.6 Comfort Plus 2013	2013 / 2013	80.0	Prata	manual	5.0	32.500,00
678	798	./dados/dados_carro\Carro-1928.html	Hyundai HB20 1.6 Premium 2013	2013 / 2013	75.0	Vermelho	manual	4.0	34.990,00
679	799	./dados/dados_carro\Carro-1929.html	Hyundai HB20 1.6 Premium (Aut) 2013	2012 / 2013	82.0	Prata	automático	5.0	38.490,00
680	800	./dados/dados_carro\Carro-1930.html	Hyundai HB20 1.0 Sense 2021	2020 / 2021	0.0	Várias cores	manual		34.552,80
681	801	./dados/dados_carro\Carro-1931.html	Hyundai HB20 1.0 Sense 2021	2020 / 2021	0.0	Várias cores	manual		34.552,80
682	802	./dados/dados_carro\Carro-1932.html	Hyundai HB20 1.0 Sense 2021	2020 / 2021	0.0	Várias cores	manual		34.552,80
683	804	./dados/dados_carro\Carro-1934.html	Hyundai HB20 1.0 Sense 2021	2020 / 2021	0.0	Branco	manual		34.552,80
684	805	./dados/dados_carro\Carro-1935.html	Hyundai HB20 1.0 Sense 2021	2020 / 2021	0.0	Várias cores	manual		34.552,80
685	806	./dados/dados_carro\Carro-1936.html	Hyundai HB20 1.0 Sense 2021	2020 / 2021	0.0	Vermelho	manual		34.552,80
686	807	./dados/dados_carro\Carro-1937.html	Hyundai HB20 1.0 Sense 2021	2020 / 2021	0.0	Várias cores	manual		34.552,80
687	808	./dados/dados_carro\Carro-1938.html	Hyundai HB20 1.0 Sense 2021	2020 / 2021	0.0	Prata	manual		34.552,80
688	815	./dados/dados_carro\Carro-1945.html	Hyundai HB20 1.0 Sense 2021	2020 / 2021	0.0	Vermelho	manual		34.552,80
689	820	./dados/dados_carro\Carro-1950.html	Hyundai HB20 1.0 Sense 2021	2020 / 2021	0.0	Prata	manual	5.0	34.552,80
690	821	./dados/dados_carro\Carro-1951.html	Hyundai HB20 1.0 Sense 2021	2020 / 2021	0.0	Cinza	manual	5.0	34.552,80
691	822	./dados/dados_carro\Carro-1952.html	Hyundai HB20 1.0 Sense 2021	2020 / 2021	0.0	Várias cores	manual		34.552,80
692	823	./dados/dados_carro\Carro-1953.html	Hyundai HB20 1.0 Sense 2021	2020 / 2021	0.0	Várias cores	manual		34.552,80
693	824	./dados/dados_carro\Carro-1954.html	Hyundai HB20 1.0 Sense 2021	2020 / 2021	0.0	Várias cores	manual		34.552,80
694	825	./dados/dados_carro\Carro-1955.html	Hyundai HB20 1.0 Sense 2021	2020 / 2021	0.0	Prata	manual		34.552,80
695	826	./dados/dados_carro\Carro-1956.html	Hyundai HB20 1.0 Sense 2021	2020 / 2021	0.0	Preto	manual		34.552,80
696	827	./dados/dados_carro\Carro-1957.html	Hyundai HB20 1.0 Sense 2021	2020 / 2021	0.0	Vermelho	manual		34.552,80
697	828	./dados/dados_carro\Carro-1958.html	Hyundai HB20 1.0 Sense 2021	2020 / 2021	0.0	Branco	manual		34.552,80
698	829	./dados/dados_carro\Carro-1959.html	Hyundai HB20 1.0 Sense 2021	2020 / 2021	0.0	Branco	manual		34.552,80
699	830	./dados/dados_carro\Carro-1960.html	Hyundai HB20 1.0 Sense 2021	2020 / 2021	0.0	Preto	manual		34.552,80
700	833	./dados/dados_carro\Carro-1963.html	Hyundai HB20 1.0 Sense 2021	2020 / 2021	0.0	Várias cores	manual		34.552,80
701	834	./dados/dados_carro\Carro-1964.html	Hyundai HB20 1.0 Sense 2021	2020 / 2021	0.0	Várias cores	manual		34.552,80
702	835	./dados/dados_carro\Carro-1966.html	Hyundai HB20 1.0 Sense 2021	2020 / 2021	0.0	Várias cores	manual		34.552,80
703	837	./dados/dados_carro\Carro-1968.html	Hyundai HB20 1.0 Sense 2021	2020 / 2021	0.0	Preto	manual	5.0	34.553,00
704	838	./dados/dados_carro\Carro-1969.html	Hyundai HB20 1.0 Sense 2021	2020 / 2021	0.0	Várias cores	manual		34.553,00
705	839	./dados/dados_carro\Carro-1970.html	Hyundai HB20 1.0 Sense 2021	2020 / 2021	0.0	Preto	manual		34.557,00
706	840	./dados/dados_carro\Carro-1971.html	Hyundai HB20 1.0 Sense 2021	2020 / 2021	0.0	Várias cores	manual	4.0	34.560,00
707	841	./dados/dados_carro\Carro-1972.html	Hyundai HB20 1.0 Sense 2021	2020 / 2021	0.0	Prata	manual	5.0	34.570,00
708	842	./dados/dados_carro\Carro-1973.html	Hyundai HB20 1.0 Sense 2021	2020 / 2021	0.0	Várias cores	manual	4.0	34.800,00
709	843	./dados/dados_carro\Carro-1974.html	Hyundai HB20 1.0 Sense 2021	2020 / 2021	0.0	Branco	manual	5.0	34.990,00
710	844	./dados/dados_carro\Carro-1975.html	Hyundai HB20 1.0 Sense 2021	2020 / 2021	0.0	Cinza	manual	5.0	35.770,00
711	845	./dados/dados_carro\Carro-1976.html	Hyundai HB20 1.0 Vision 2021	2020 / 2021	0.0	Preto	manual	5.0	37.216,80
712	846	./dados/dados_carro\Carro-1977.html	Hyundai HB20 1.0 Vision 2021	2020 / 2021	0.0	Branco	manual		37.216,80
713	847	./dados/dados_carro\Carro-1978.html	Hyundai HB20 1.0 Vision 2021	2020 / 2021	0.0	Várias cores	manual		37.216,80
714	848	./dados/dados_carro\Carro-1979.html	Hyundai HB20 1.0 Vision 2021	2020 / 2021	0.0	Várias cores	manual		37.216,80
715	849	./dados/dados_carro\Carro-1980.html	Hyundai HB20 1.0 Vision 2021	2020 / 2021	0.0	Branco	manual		37.970,00
716	850	./dados/dados_carro\Carro-1981.html	Hyundai HB20 1.0 Vision 2021	2020 / 2021	0.0	Várias cores	manual	4.0	37.990,00
717	851	./dados/dados_carro\Carro-1982.html	Hyundai HB20 1.0 Sense 2021	2020 / 2021	0.0	Preto	manual	5.0	38.100,00
718	852	./dados/dados_carro\Carro-1983.html	Hyundai HB20 1.0 Sense 2021	2020 / 2021	0.0	Branco	manual	5.0	38.300,00
719	853	./dados/dados_carro\Carro-1984.html	Hyundai HB20 1.0 Sense 2021	2020 / 2021	0.0	Prata	manual	5.0	39.890,00
720	854	./dados/dados_carro\Carro-1985.html	Hyundai HB20 1.0 Vision 2021	2020 / 2021	0.0	Várias cores	manual	4.0	41.500,00
721	855	./dados/dados_carro\Carro-1986.html	Hyundai HB20 1.0 Sense 2021	2020 / 2021	1.0	Preto	manual	4.0	43.300,00
722	856	./dados/dados_carro\Carro-1987.html	Hyundai HB20 1.0 Vision 2021	2020 / 2021	0.0	Branco	manual	5.0	44.553,00
723	857	./dados/dados_carro\Carro-1988.html	Hyundai HB20 1.0 Vision 2021	2020 / 2021	0.0	Preto	manual	5.0	44.553,00
724	858	./dados/dados_carro\Carro-1989.html	Hyundai HB20 1.6 Vision 2021	2020 / 2021	0.0	Preto	manual	5.0	45.890,00
725	859	./dados/dados_carro\Carro-199.html	Chevrolet Onix 1.0 Turbo Premier (Aut) 2020	2019 / 2020	0.0	Branco	automático	5.0	75.990,00
726	860	./dados/dados_carro\Carro-1990.html	Hyundai HB20 1.0 Sense 2021	2020 / 2021	0.0	Preto	manual	4.0	45.900,00
727	861	./dados/dados_carro\Carro-1992.html	Hyundai HB20 1.0 Sense 2021	2020 / 2021	0.0	Branco	manual	4.0	45.990,00
728	862	./dados/dados_carro\Carro-1993.html	Hyundai HB20 1.0 Sense 2021	2020 / 2021	0.0	Branco	manual	5.0	49.590,00
729	863	./dados/dados_carro\Carro-1994.html	Hyundai HB20 1.0 Sense 2021	2020 / 2021	0.0	Preto	manual	5.0	49.590,00
730	864	./dados/dados_carro\Carro-1995.html	Hyundai HB20 1.0 Sense 2021	2020 / 2021	0.0	Várias cores	manual	5.0	46.490,00
731	865	./dados/dados_carro\Carro-1996.html	Hyundai HB20 1.0 Sense 2021	2020 / 2021	0.0	Branco	manual	4.0	46.990,00
732	866	./dados/dados_carro\Carro-1997.html	Hyundai HB20 1.0 Sense 2021	2020 / 2021	0.0	Preto	manual	4.0	46.990,00
733	867	./dados/dados_carro\Carro-1998.html	Hyundai HB20 1.0 Sense 2021	2020 / 2021	0.0	Branco	manual	5.0	46.990,00
734	868	./dados/dados_carro\Carro-2.html	Chevrolet Onix 1.0 (Flex) 2020	2020 / 2020	0.0	Várias cores	manual	4.0	37.995,00
735	869	./dados/dados_carro\Carro-20.html	Chevrolet Onix 1.0 Joy SPE/4 2019	2019 / 2019	44.25	Cinza	manual	4.0	37.500,00
736	870	./dados/dados_carro\Carro-2001.html	Jeep Renegade 1.8 (Aut) 2020	2019 / 2020	18.169	Cinza	automático	5.0	79.900,00
737	871	./dados/dados_carro\Carro-2002.html	Jeep Renegade 1.8 Longitude (Aut) 2020	2020 / 2020	2.0	Branco	automático	4.0	86.990,00
738	872	./dados/dados_carro\Carro-2003.html	Jeep Renegade 1.8 Sport (Aut) 2020	2019 / 2020	0.0	Preto	automático	4.0	92.000,00
739	873	./dados/dados_carro\Carro-2004.html	Jeep Renegade 1.8 Limited (Aut) 2020	2019 / 2020	3.4810000000000003	Branco	automático		92.900,00
740	874	./dados/dados_carro\Carro-2005.html	Jeep Renegade 1.8 Limited (Aut) 2020	2019 / 2020	8.898	Branco	automático	5.0	94.900,00
741	875	./dados/dados_carro\Carro-2006.html	Jeep Renegade 1.8 Sport (Aut) 2019	2018 / 2019	39.0	Vermelho	automático	4.0	63.900,00
742	876	./dados/dados_carro\Carro-2007.html	Jeep Renegade 1.8 Sport 2019	2018 / 2019	40.034	Preto	manual	4.0	67.990,00
743	877	./dados/dados_carro\Carro-2008.html	Jeep Renegade 1.8 Sport (Aut) 2019	2018 / 2019	37.304	Preto	automático	4.0	69.470,00
744	878	./dados/dados_carro\Carro-2009.html	Jeep Renegade 1.8 Sport (Aut) 2019	2018 / 2019	35.0	Prata	automático	4.0	71.900,00
745	879	./dados/dados_carro\Carro-2010.html	Jeep Renegade 1.8 Sport (Aut) 2019	2018 / 2019	20.671	Cinza	automático	4.0	72.000,00
746	880	./dados/dados_carro\Carro-2011.html	Jeep Renegade 1.8 Longitude (Aut) 2019	2019 / 2019	39.938	Prata	automático		74.900,00
747	881	./dados/dados_carro\Carro-2012.html	Jeep Renegade 1.8 Longitude (Aut) 2019	2019 / 2019	40.0	Vermelho	automático	5.0	75.900,00
748	882	./dados/dados_carro\Carro-2014.html	Jeep Renegade 1.8 Longitude (Aut) 2019	2019 / 2019	31.0	Prata	automático	4.0	79.900,00
749	883	./dados/dados_carro\Carro-2015.html	Jeep Renegade Sport 1.8 (Flex) 2018	2018 / 2018	22.9	Preto	manual	4.0	61.900,00
750	884	./dados/dados_carro\Carro-2016.html	Jeep Renegade Sport 1.8 (Flex) 2018	2018 / 2018	50.7	Prata	manual	4.0	61.900,00
751	885	./dados/dados_carro\Carro-2018.html	Jeep Renegade Longitude 1.8 (Aut) (Flex) 2018	2018 / 2018	47.0	Preto	automático	4.0	72.900,00
752	886	./dados/dados_carro\Carro-2021.html	Jeep Renegade 1.8 Sport (Aut) 2020	2020 / 2020	0.0	Vermelho	automático	5.0	90.990,00
753	887	./dados/dados_carro\Carro-2022.html	Jeep Renegade 1.8 Sport (Aut) 2020	2020 / 2020	0.0	Vermelho	automático	4.0	91.590,00
754	888	./dados/dados_carro\Carro-2023.html	Jeep Renegade 1.8 Sport (Aut) 2020	2019 / 2020	0.0	Vermelho	automático	5.0	91.590,00
755	890	./dados/dados_carro\Carro-2025.html	Jeep Renegade 1.8 Sport (Aut) 2020	2020 / 2020	0.0	Prata	automático	4.0	91.590,00
756	891	./dados/dados_carro\Carro-2026.html	Jeep Renegade 1.8 WSL (Aut) 2020	2019 / 2020	0.0	Branco	automático	4.0	91.890,00
757	899	./dados/dados_carro\Carro-2036.html	Jeep Renegade 1.8 Longitude (Aut) 2020	2020 / 2020	0.0	Branco	automático	4.0	92.790,00
758	900	./dados/dados_carro\Carro-2037.html	Jeep Renegade 1.8 Longitude (Aut) 2020	2020 / 2020	0.0	Azul	automático	4.0	92.900,00
759	901	./dados/dados_carro\Carro-2038.html	Jeep Renegade 1.8 Limited (Aut) 2020	2020 / 2020	0.0	Vinho	automático	4.0	93.471,00
760	902	./dados/dados_carro\Carro-2039.html	Jeep Renegade 1.8 Limited (Aut) 2020	2020 / 2020	0.0	Verde	automático	4.0	94.612,00
761	903	./dados/dados_carro\Carro-204.html	Chevrolet Onix 1.0 Turbo Premier (Aut) 2020	2019 / 2020	0.0	Preto	automático	5.0	76.900,00
762	904	./dados/dados_carro\Carro-2040.html	Jeep Renegade 1.8 Longitude (Aut) 2020	2020 / 2020	0.0	Preto	automático	5.0	94.811,00
763	905	./dados/dados_carro\Carro-2041.html	Jeep Renegade 1.8 Sport (Aut) 2020	2019 / 2020	0.0	Branco	automático	5.0	94.890,00
764	906	./dados/dados_carro\Carro-2042.html	Jeep Renegade 1.8 Longitude (Aut) 2020	2019 / 2020	0.0	Cinza	automático	4.0	94.900,00
765	907	./dados/dados_carro\Carro-2043.html	Jeep Renegade 1.8 Limited (Aut) 2020	2019 / 2020	0.0	Várias cores	automático	4.0	94.900,00
766	908	./dados/dados_carro\Carro-2044.html	Jeep Renegade 1.8 Limited (Aut) 2020	2019 / 2020	4.0	Cinza	automático	4.0	94.990,00
767	909	./dados/dados_carro\Carro-2046.html	Jeep Renegade 1.8 Limited (Aut) 2020	2019 / 2020	17.339000000000002	Preto	automático	4.0	95.990,00
768	910	./dados/dados_carro\Carro-2049.html	Jeep Renegade 1.8 Limited (Aut) 2020	2020 / 2020	0.0	Marrom	automático	4.0	96.894,00
769	911	./dados/dados_carro\Carro-205.html	Chevrolet Onix 1.0 Turbo Premier (Aut) 2020	2020 / 2020	0.0	Várias cores	automático		77.090,00
770	912	./dados/dados_carro\Carro-2050.html	Jeep Renegade 1.8 Longitude (Aut) 2020	2019 / 2020	0.0	Branco	automático	4.0	96.900,00
771	913	./dados/dados_carro\Carro-2051.html	Jeep Renegade 1.8 Limited (Aut) 2020	2019 / 2020	0.0	Branco	automático	4.0	96.990,00
772	914	./dados/dados_carro\Carro-2052.html	Jeep Renegade 1.8 Limited (Aut) 2020	2019 / 2020	0.0	Várias cores	automático	4.0	97.490,00
773	915	./dados/dados_carro\Carro-2056.html	Jeep Renegade 1.8 Longitude (Aut) 2020	2020 / 2020	0.0	Preto	automático	4.0	98.900,00
774	916	./dados/dados_carro\Carro-2058.html	Jeep Renegade 1.8 Longitude (Aut) 2020	2019 / 2020	0.0	Branco	automático	5.0	99.790,00
775	917	./dados/dados_carro\Carro-2059.html	Jeep Renegade 1.8 Limited (Aut) 2020	2019 / 2020	0.0	Branco	automático	4.0	99.900,00
776	918	./dados/dados_carro\Carro-206.html	Chevrolet Onix 1.0 Turbo LTZ (Aut) 2020	2019 / 2020	0.0	Várias cores	automático	5.0	77.190,00
777	919	./dados/dados_carro\Carro-2060.html	Jeep Renegade 1.8 Limited (Aut) 2020	2020 / 2020	0.0	Branco	automático	4.0	99.900,00
778	920	./dados/dados_carro\Carro-2061.html	Jeep Renegade 1.8 Longitude (Aut) 2020	2020 / 2020	0.0	Branco	automático	4.0	99.990,00
779	921	./dados/dados_carro\Carro-2062.html	Jeep Renegade 1.8 Sport (Aut) 2020	2019 / 2020	0.0	Branco	automático		99.990,00
780	922	./dados/dados_carro\Carro-2063.html	Jeep Renegade 2.0 TDI Longitude 4WD (Aut) 2020	2020 / 2020	0.0	Não informada.	automático	5.0	99.990,00
781	923	./dados/dados_carro\Carro-2064.html	Jeep Renegade 1.8 Limited (Aut) 2020	2020 / 2020	0.0	Branco	automático	4.0	100.206,00
782	924	./dados/dados_carro\Carro-2065.html	Jeep Renegade 1.8 Limited (Aut) 2020	2020 / 2020	0.0	Marrom	automático		100.519,80
783	925	./dados/dados_carro\Carro-2066.html	Jeep Renegade 1.8 Limited (Aut) 2020	2020 / 2020	0.0	Vermelho	automático	4.0	103.900,00
784	926	./dados/dados_carro\Carro-2067.html	Jeep Renegade 1.8 Limited (Aut) 2020	2020 / 2020	0.0	Branco	automático	4.0	103.900,00
785	927	./dados/dados_carro\Carro-2069.html	Jeep Renegade 1.8 Limited (Aut) 2020	2020 / 2020	0.0	Branco	automático	5.0	104.900,00
786	928	./dados/dados_carro\Carro-207.html	Chevrolet Onix 1.0 Turbo Premier (Aut) 2020	2020 / 2020	300.0	Prata	automático	5.0	77.900,00
787	929	./dados/dados_carro\Carro-2070.html	Jeep Renegade 1.8 Limited (Aut) 2020	2020 / 2020	0.0	Cinza	automático	5.0	104.990,00
788	930	./dados/dados_carro\Carro-2071.html	Jeep Renegade 1.8 Longitude (Aut) 2020	2020 / 2020	0.0	Branco	automático	5.0	105.490,00
789	931	./dados/dados_carro\Carro-2072.html	Jeep Renegade 1.8 Longitude (Aut) 2020	2020 / 2020	0.0	Branco	automático		107.490,00
790	932	./dados/dados_carro\Carro-2077.html	Jeep Renegade 1.8 Longitude (Aut) 2020	2019 / 2020	0.0	Branco	automático	5.0	109.990,00
791	933	./dados/dados_carro\Carro-2078.html	Jeep Renegade 1.8 Limited (Aut) 2020	2020 / 2020	0.0	Branco	automático	4.0	113.990,00
792	934	./dados/dados_carro\Carro-2079.html	Jeep Renegade 1.8 Limited (Aut) 2020	2020 / 2020	0.0	Marrom	automático	4.0	114.540,00
793	935	./dados/dados_carro\Carro-208.html	Chevrolet Onix 1.0 Turbo Premier (Aut) 2020	2020 / 2020	0.0	Preto	automático	4.0	77.950,00
794	936	./dados/dados_carro\Carro-2082.html	Jeep Renegade 1.8 Limited (Aut) 2020	2019 / 2020	0.0	Branco	automático	5.0	119.990,00
795	937	./dados/dados_carro\Carro-2083.html	Jeep Renegade 2.0 TDI Longitude 4WD (Aut) 2020	2020 / 2020	0.0	Verde	automático	4.0	121.950,00
796	938	./dados/dados_carro\Carro-2084.html	Jeep Renegade 2.0 TDI Longitude 4WD (Aut) 2020	2020 / 2020	0.0	Não informada.	automático	5.0	121.980,00
797	939	./dados/dados_carro\Carro-2086.html	Jeep Renegade 2.0 TDI Longitude 4WD (Aut) 2020	2019 / 2020	0.0	Não informada.	automático	4.0	124.952,00
798	940	./dados/dados_carro\Carro-2087.html	Jeep Renegade 2.0 TDI Longitude 4WD (Aut) 2020	2020 / 2020	0.0	Prata	automático		124.966,80
799	941	./dados/dados_carro\Carro-209.html	Chevrolet Onix 1.0 Turbo Premier (Aut) 2020	2020 / 2020	0.0	Preto	automático	4.0	77.960,00
