	arquivo	nome	ano	km	cor	cambio	portas	preco
714	./dados/dados_carro\Carro-1828.html	Hyundai HB20 1.0 Unique 2019	2019 / 2019	34.000 	Cinza	manual	4.0	41.900,00
715	./dados/dados_carro\Carro-1829.html	Hyundai HB20 1.0 Unique 2019	2019 / 2019	33.120 	Branco	manual	4.0	41.900,00
716	./dados/dados_carro\Carro-1830.html	Hyundai HB20 1.0 Unique 2019	2018 / 2019	13.000 	Dourado	manual	5.0	41.900,00
717	./dados/dados_carro\Carro-1831.html	Hyundai HB20 1.0 Turbo Comfort Plus 2019	2019 / 2019	16.249 	Branco	manual	4.0	45.990,00
718	./dados/dados_carro\Carro-1832.html	Hyundai HB20 1.0 Comfort Plus 2019	2019 / 2019	65.000 	Prata	manual	3.0	44.900,00
719	./dados/dados_carro\Carro-1833.html	Hyundai HB20 1.6 Premium (Aut) 2019	2019 / 2019	27.800 	Dourado	automático	4.0	60.890,00
720	./dados/dados_carro\Carro-1834.html	Hyundai HB20 1.0 Comfort 2018	2017 / 2018	38.000 	Prata	manual	5.0	37.900,00
721	./dados/dados_carro\Carro-1835.html	Hyundai HB20 1.0 Comfort 2018	2017 / 2018	47.000 	Marrom	manual	4.0	39.900,00
722	./dados/dados_carro\Carro-1836.html	Hyundai HB20 1.0 Comfort 2018	2017 / 2018	54.000 	Prata	manual		38.900,00
723	./dados/dados_carro\Carro-1838.html	Hyundai HB20 1.0 Comfort 2018	2018 / 2018	33.000 	Preto	manual	4.0	39.900,00
724	./dados/dados_carro\Carro-184.html	Chevrolet Onix 1.0 Turbo Premier (Aut) 2020	2019 / 2020	7.000 	Branco	automático		73.900,00
725	./dados/dados_carro\Carro-1840.html	Hyundai HB20 1.6 Launch Edition (Aut) 2020	2019 / 2020	0	Prata	automático	4.0	70.940,00
726	./dados/dados_carro\Carro-1841.html	Hyundai HB20 1.0 T-GDI Sport (Aut) 2020	2020 / 2020	0	Prata	automático	4.0	70.990,00
727	./dados/dados_carro\Carro-1842.html	Hyundai HB20 1.6 Launch Edition (Aut) 2020	2019 / 2020	0	automático			71.940,00
728	./dados/dados_carro\Carro-1843.html	Hyundai HB20 1.6 Launch Edition (Aut) 2020	2019 / 2020	0	automático			71.940,00
729	./dados/dados_carro\Carro-1844.html	Hyundai HB20 1.0 T-GDI Diamond (Aut) 2020	2019 / 2020	0	automático			73.590,00
730	./dados/dados_carro\Carro-1846.html	Hyundai HB20 1.0 T-GDI Diamond Plus (Aut) 2020	2019 / 2020	0	Vermelho	automático	4.0	73.990,00
731	./dados/dados_carro\Carro-1847.html	Hyundai HB20 1.0 T-GDI Diamond Plus (Aut) 2020	2019 / 2020	0	Vermelho	automático	4.0	73.990,00
732	./dados/dados_carro\Carro-1848.html	Hyundai HB20 1.0 T-GDI Diamond Plus (Aut) 2020	2019 / 2020	0	Prata	automático	4.0	74.540,00
733	./dados/dados_carro\Carro-1849.html	Hyundai HB20 1.0 T-GDI Diamond Plus (Aut) 2020	2019 / 2020	0	Prata	automático	4.0	74.540,00
734	./dados/dados_carro\Carro-185.html	Chevrolet Onix 1.0 Turbo Premier (Aut) 2020	2020 / 2020	0	Azul	automático		73.900,00
735	./dados/dados_carro\Carro-1850.html	Hyundai HB20 1.0 T-GDI Diamond Plus (Aut) 2020	2019 / 2020	0	Prata	automático	4.0	74.540,00
736	./dados/dados_carro\Carro-1851.html	Hyundai HB20 1.0 T-GDI Diamond Plus (Aut) 2020	2020 / 2020	0	Branco	automático		75.990,00
737	./dados/dados_carro\Carro-1852.html	Hyundai HB20 1.0 T-GDI Diamond Plus (Aut) 2020	2020 / 2020	0	Branco	automático	4.0	77.990,00
738	./dados/dados_carro\Carro-1854.html	Hyundai HB20 1.0 T-GDI Diamond Plus (Aut) 2020	2019 / 2020	0	Branco	automático	4.0	77.990,00
739	./dados/dados_carro\Carro-1855.html	Hyundai HB20 1.0 T-GDI Diamond Plus (Aut) 2020	2019 / 2020	0	Branco	automático	4.0	77.990,00
740	./dados/dados_carro\Carro-1856.html	Hyundai HB20 1.0 T-GDI Diamond Plus (Aut) 2020	2019 / 2020	0	Prata	automático	4.0	77.990,00
741	./dados/dados_carro\Carro-1857.html	Hyundai HB20 1.0 T-GDI Diamond Plus (Aut) 2020	2019 / 2020	0	Branco	automático	4.0	77.990,00
742	./dados/dados_carro\Carro-1858.html	Hyundai HB20 1.0 T-GDI Diamond Plus (Aut) 2020	2019 / 2020	0	Vermelho	automático	4.0	79.990,00
743	./dados/dados_carro\Carro-1859.html	Hyundai HB20 1.0 T-GDI Diamond Plus (Aut) 2020	2020 / 2020	0	Prata	automático	4.0	75.990,00
744	./dados/dados_carro\Carro-186.html	Chevrolet Onix 1.0 Turbo Premier (Aut) 2020	2019 / 2020	4.488 	Preto	automático	4.0	73.990,00
745	./dados/dados_carro\Carro-1860.html	Hyundai HB20 1.0 Comfort 2018	2017 / 2018	58.000 	Cinza	manual	5.0	41.800,00
746	./dados/dados_carro\Carro-1861.html	Hyundai HB20 1.0 Comfort 2018	2017 / 2018	68.000 	Prata	manual	5.0	41.900,00
747	./dados/dados_carro\Carro-1862.html	Hyundai HB20 1.0 Comfort Plus 2018	2017 / 2018	101 	Branco	manual	4.0	41.900,00
748	./dados/dados_carro\Carro-1863.html	Hyundai HB20 1.0 Comfort 2018	2017 / 2018	57.000 	Azul	manual	5.0	41.900,00
749	./dados/dados_carro\Carro-1865.html	Hyundai HB20 1.0 Comfort 2018	2018 / 2018	72.800 	Preto	manual	5.0	41.990,00
750	./dados/dados_carro\Carro-1867.html	Hyundai HB20 1.6 Comfort Plus 2018	2018 / 2018	35.000 	Cinza	manual	4.0	45.900,00
751	./dados/dados_carro\Carro-1868.html	Hyundai HB20 1.6 Comfort Plus (Aut) 2018	2017 / 2018	30.600 	Branco	automático		45.900,00
752	./dados/dados_carro\Carro-1869.html	Hyundai HB20 1.6 Premium (Aut) 2018	2018 / 2018	25.200 	Branco	automático	4.0	57.500,00
753	./dados/dados_carro\Carro-187.html	Chevrolet Onix 1.0 Turbo LTZ (Aut) 2020	2020 / 2020	0	Branco	automático	4.0	74.390,00
754	./dados/dados_carro\Carro-1870.html	Hyundai HB20 1.0 Comfort Plus 2017	2017 / 2017	45.000 	Preto	manual	5.0	36.900,00
755	./dados/dados_carro\Carro-1872.html	Hyundai HB20 1.0 Comfort 2017	2016 / 2017	71.000 	Preto	manual	5.0	38.900,00
756	./dados/dados_carro\Carro-1873.html	Hyundai HB20 1.0 Comfort 2017	2017 / 2017	61.000 	Prata	manual	5.0	38.900,00
757	./dados/dados_carro\Carro-1874.html	Hyundai HB20 1.0 Comfort 2017	2016 / 2017	34.500 	Prata	manual		38.990,00
758	./dados/dados_carro\Carro-1875.html	Hyundai HB20 1.0 Comfort 2017	2017 / 2017	36.159 	Cinza	manual	4.0	39.500,00
759	./dados/dados_carro\Carro-1877.html	Hyundai HB20 1.0 Comfort 2017	2016 / 2017	66.000 	Cinza	manual	4.0	40.900,00
760	./dados/dados_carro\Carro-1878.html	Hyundai HB20 1.6 Comfort Plus 2017	2016 / 2017	50.000 	Azul	manual	4.0	42.900,00
761	./dados/dados_carro\Carro-1879.html	Hyundai HB20 1.6 Comfort Plus 2017	2016 / 2017	64.913 	Cinza	manual	4.0	42.990,00
762	./dados/dados_carro\Carro-188.html	Chevrolet Onix 1.0 Turbo Premier (Aut) 2020	2019 / 2020	0	Branco	automático	4.0	74.990,00
763	./dados/dados_carro\Carro-1880.html	Hyundai HB20 1.6 Comfort Plus (Aut) 2017	2016 / 2017	50.100 	Prata	automático	5.0	45.890,00
764	./dados/dados_carro\Carro-1881.html	Hyundai HB20 1.6 R Spec 2017	2016 / 2017	17.000 	Vermelho	manual	4.0	48.900,00
765	./dados/dados_carro\Carro-1882.html	Hyundai HB20 1.0 Comfort Plus 2016	2016 / 2016	98.000 	Prata	manual	4.0	30.900,00
766	./dados/dados_carro\Carro-1885.html	Hyundai HB20 1.0 Comfort Plus 2016	2016 / 2016	78.400 	Preto	manual	4.0	35.900,00
767	./dados/dados_carro\Carro-1886.html	Hyundai HB20 1.0 Comfort 2016	2016 / 2016	13.300 	Branco	manual	5.0	36.900,00
768	./dados/dados_carro\Carro-1887.html	Hyundai HB20 1.0 Comfort Plus 2016	2016 / 2016	64.774 	Marrom	manual	4.0	36.899,00
769	./dados/dados_carro\Carro-1888.html	Hyundai HB20 1.0 Comfort Plus 2016	2016 / 2016	57.000 	Prata	manual	4.0	37.900,00
770	./dados/dados_carro\Carro-189.html	Chevrolet Onix 1.0 Turbo Premier (Aut) 2020	2019 / 2020	20.000 	Branco	automático	4.0	75.000,00
771	./dados/dados_carro\Carro-1890.html	Hyundai HB20 1.6 Comfort Plus (Aut) 2016	2015 / 2016	41.000 	Preto	automático	4.0	39.990,00
772	./dados/dados_carro\Carro-1891.html	Hyundai HB20 1.0 Comfort Plus 2016	2015 / 2016	42.707 	Branco	manual	4.0	38.990,00
773	./dados/dados_carro\Carro-1892.html	Hyundai HB20 1.0 Comfort Plus 2016	2016 / 2016	40.000 	Marrom	manual	4.0	39.900,00
774	./dados/dados_carro\Carro-1893.html	Hyundai HB20 1.6 Comfort Style 2016	2015 / 2016	48.720 	Branco	manual	4.0	39.990,00
775	./dados/dados_carro\Carro-1895.html	Hyundai HB20 1.6 Comfort Plus 2016	2016 / 2016	42.000 	Branco	manual	5.0	42.900,00
776	./dados/dados_carro\Carro-1896.html	Hyundai HB20 1.6 Comfort Plus (Aut) 2016	2015 / 2016	33.895 	Prata	automático	5.0	42.990,00
777	./dados/dados_carro\Carro-1899.html	Hyundai HB20 1.0 Comfort Style 2015	2014 / 2015	87.186 	Branco	manual	4.0	33.900,00
778	./dados/dados_carro\Carro-19.html	Chevrolet Onix 1.0 Joy SPE/4 2019	2019 / 2019	30.120 	Prata	manual	3.0	36.900,00
779	./dados/dados_carro\Carro-190.html	Chevrolet Onix 1.0 Turbo Premier (Aut) 2020	2019 / 2020	6.147 	Preto	automático	5.0	75.000,00
780	./dados/dados_carro\Carro-1901.html	Hyundai HB20 1.0 Comfort Plus 2015	2014 / 2015	95.950 	Branco	manual	4.0	34.899,00
781	./dados/dados_carro\Carro-1903.html	Hyundai HB20 1.0 Comfort 2015	2015 / 2015	61.653 	Cinza	manual	4.0	35.900,00
782	./dados/dados_carro\Carro-1905.html	Hyundai HB20 1.0 Comfort Plus 2015	2015 / 2015	111.111 	Vermelho	manual	4.0	36.900,00
783	./dados/dados_carro\Carro-1907.html	Hyundai HB20 1.6 Premium 2015	2015 / 2015	51.489 	Branco	manual	4.0	39.900,00
784	./dados/dados_carro\Carro-1908.html	Hyundai HB20 1.6 Premium (Aut) 2015	2014 / 2015	51.795 	Preto	automático	4.0	42.500,00
785	./dados/dados_carro\Carro-1909.html	Hyundai HB20 1.6 Premium (Aut) 2015	2015 / 2015	43.000 	Branco	automático	4.0	44.890,00
786	./dados/dados_carro\Carro-191.html	Chevrolet Onix 1.0 Turbo Premier (Aut) 2020	2020 / 2020	0	Azul	automático	4.0	75.246,00
787	./dados/dados_carro\Carro-1911.html	Hyundai HB20 1.0 Comfort 2014	2013 / 2014	94.621 	Branco	manual	3.0	28.990,00
788	./dados/dados_carro\Carro-1912.html	Hyundai HB20 1.0 Comfort Plus 2014	2014 / 2014	78.000 	Branco	manual		29.999,00
789	./dados/dados_carro\Carro-1915.html	Hyundai HB20 1.0 Comfort 2014	2014 / 2014	69.536 	Branco	manual	4.0	33.000,00
790	./dados/dados_carro\Carro-1917.html	Hyundai HB20 1.0 Comfort Plus 2014	2013 / 2014	117.000 	Branco	manual	4.0	34.590,00
791	./dados/dados_carro\Carro-1918.html	Hyundai HB20 1.6 Comfort Plus 2014	2014 / 2014	76.000 	Vermelho	manual	4.0	34.900,00
792	./dados/dados_carro\Carro-1919.html	Hyundai HB20 1.0 Comfort Plus 2014	2013 / 2014	92.000 	Branco	manual	4.0	34.900,00
793	./dados/dados_carro\Carro-1920.html	Hyundai HB20 1.6 Comfort Plus 2014	2014 / 2014	55.000 	Branco	manual	4.0	35.900,00
794	./dados/dados_carro\Carro-1923.html	Hyundai HB20 1.0 Comfort Plus 2013	2012 / 2013	132.200 	Preto	manual	5.0	29.700,00
795	./dados/dados_carro\Carro-1925.html	Hyundai HB20 1.0 Comfort 2013	2013 / 2013	110.000 	Prata	manual	5.0	30.000,00
796	./dados/dados_carro\Carro-1926.html	Hyundai HB20 1.0 Comfort 2013	2013 / 2013	72.921 	Vermelho	manual	5.0	31.490,00
797	./dados/dados_carro\Carro-1927.html	Hyundai HB20 1.6 Comfort Plus 2013	2013 / 2013	80.000 	Prata	manual	5.0	32.500,00
798	./dados/dados_carro\Carro-1928.html	Hyundai HB20 1.6 Premium 2013	2013 / 2013	75.000 	Vermelho	manual	4.0	34.990,00
799	./dados/dados_carro\Carro-1929.html	Hyundai HB20 1.6 Premium (Aut) 2013	2012 / 2013	82.000 	Prata	automático	5.0	38.490,00
800	./dados/dados_carro\Carro-1930.html	Hyundai HB20 1.0 Sense 2021	2020 / 2021	0	Várias cores	manual		34.552,80
801	./dados/dados_carro\Carro-1931.html	Hyundai HB20 1.0 Sense 2021	2020 / 2021	0	Várias cores	manual		34.552,80
802	./dados/dados_carro\Carro-1932.html	Hyundai HB20 1.0 Sense 2021	2020 / 2021	0	Várias cores	manual		34.552,80
803	./dados/dados_carro\Carro-1933.html	Hyundai HB20 1.0 Sense 2021	2020 / 2021	0	Várias cores	manual	5.0	34.552,80
804	./dados/dados_carro\Carro-1934.html	Hyundai HB20 1.0 Sense 2021	2020 / 2021	0	Branco	manual		34.552,80
805	./dados/dados_carro\Carro-1935.html	Hyundai HB20 1.0 Sense 2021	2020 / 2021	0	Várias cores	manual		34.552,80
806	./dados/dados_carro\Carro-1936.html	Hyundai HB20 1.0 Sense 2021	2020 / 2021	0	Vermelho	manual		34.552,80
807	./dados/dados_carro\Carro-1937.html	Hyundai HB20 1.0 Sense 2021	2020 / 2021	0	Várias cores	manual		34.552,80
808	./dados/dados_carro\Carro-1938.html	Hyundai HB20 1.0 Sense 2021	2020 / 2021	0	Prata	manual		34.552,80
809	./dados/dados_carro\Carro-1939.html	Hyundai HB20 1.0 Sense 2021	2020 / 2021	0	Várias cores	manual	5.0	34.552,80
810	./dados/dados_carro\Carro-1940.html	Hyundai HB20 1.0 Sense 2021	2020 / 2021	0	Várias cores	manual	5.0	34.552,80
811	./dados/dados_carro\Carro-1941.html	Hyundai HB20 1.0 Sense 2021	2020 / 2021	0	Várias cores	manual	5.0	34.552,80
812	./dados/dados_carro\Carro-1942.html	Hyundai HB20 1.0 Sense 2021	2020 / 2021	0	Várias cores	manual	5.0	34.552,80
813	./dados/dados_carro\Carro-1943.html	Hyundai HB20 1.0 Sense 2021	2020 / 2021	0	Várias cores	manual	5.0	34.552,80
814	./dados/dados_carro\Carro-1944.html	Hyundai HB20 1.0 Sense 2021	2020 / 2021	0	Várias cores	manual	5.0	34.552,80
815	./dados/dados_carro\Carro-1945.html	Hyundai HB20 1.0 Sense 2021	2020 / 2021	0	Vermelho	manual		34.552,80
816	./dados/dados_carro\Carro-1946.html	Hyundai HB20 1.0 Sense 2021	2020 / 2021	0	Branco	manual	5.0	34.552,80
817	./dados/dados_carro\Carro-1947.html	Hyundai HB20 1.0 Sense 2021	2020 / 2021	0	Várias cores	manual	5.0	34.552,80
818	./dados/dados_carro\Carro-1948.html	Hyundai HB20 1.0 Sense 2021	2020 / 2021	0	Várias cores	manual	5.0	34.552,80
819	./dados/dados_carro\Carro-1949.html	Hyundai HB20 1.0 Sense 2021	2020 / 2021	0	Várias cores	manual	5.0	34.552,80
820	./dados/dados_carro\Carro-1950.html	Hyundai HB20 1.0 Sense 2021	2020 / 2021	0	Prata	manual	5.0	34.552,80
821	./dados/dados_carro\Carro-1951.html	Hyundai HB20 1.0 Sense 2021	2020 / 2021	0	Cinza	manual	5.0	34.552,80
822	./dados/dados_carro\Carro-1952.html	Hyundai HB20 1.0 Sense 2021	2020 / 2021	0	Várias cores	manual		34.552,80
823	./dados/dados_carro\Carro-1953.html	Hyundai HB20 1.0 Sense 2021	2020 / 2021	0	Várias cores	manual		34.552,80
824	./dados/dados_carro\Carro-1954.html	Hyundai HB20 1.0 Sense 2021	2020 / 2021	0	Várias cores	manual		34.552,80
825	./dados/dados_carro\Carro-1955.html	Hyundai HB20 1.0 Sense 2021	2020 / 2021	0	Prata	manual		34.552,80
826	./dados/dados_carro\Carro-1956.html	Hyundai HB20 1.0 Sense 2021	2020 / 2021	0	Preto	manual		34.552,80
827	./dados/dados_carro\Carro-1957.html	Hyundai HB20 1.0 Sense 2021	2020 / 2021	0	Vermelho	manual		34.552,80
828	./dados/dados_carro\Carro-1958.html	Hyundai HB20 1.0 Sense 2021	2020 / 2021	0	Branco	manual		34.552,80
829	./dados/dados_carro\Carro-1959.html	Hyundai HB20 1.0 Sense 2021	2020 / 2021	0	Branco	manual		34.552,80
830	./dados/dados_carro\Carro-1960.html	Hyundai HB20 1.0 Sense 2021	2020 / 2021	0	Preto	manual		34.552,80
831	./dados/dados_carro\Carro-1961.html	Hyundai HB20 1.0 Sense 2021	2020 / 2021	0	Várias cores	manual	5.0	34.552,80
832	./dados/dados_carro\Carro-1962.html	Hyundai HB20 1.0 Sense 2021	2020 / 2021	0	Várias cores	manual	5.0	34.552,80
833	./dados/dados_carro\Carro-1963.html	Hyundai HB20 1.0 Sense 2021	2020 / 2021	0	Várias cores	manual		34.552,80
834	./dados/dados_carro\Carro-1964.html	Hyundai HB20 1.0 Sense 2021	2020 / 2021	0	Várias cores	manual		34.552,80
835	./dados/dados_carro\Carro-1966.html	Hyundai HB20 1.0 Sense 2021	2020 / 2021	0	Várias cores	manual		34.552,80
836	./dados/dados_carro\Carro-1967.html	Hyundai HB20 1.0 Sense 2021	2020 / 2021	0	Várias cores	manual	5.0	34.552,80
837	./dados/dados_carro\Carro-1968.html	Hyundai HB20 1.0 Sense 2021	2020 / 2021	0	Preto	manual	5.0	34.553,00
838	./dados/dados_carro\Carro-1969.html	Hyundai HB20 1.0 Sense 2021	2020 / 2021	0	Várias cores	manual		34.553,00
839	./dados/dados_carro\Carro-1970.html	Hyundai HB20 1.0 Sense 2021	2020 / 2021	0	Preto	manual		34.557,00
840	./dados/dados_carro\Carro-1971.html	Hyundai HB20 1.0 Sense 2021	2020 / 2021	0	Várias cores	manual	4.0	34.560,00
841	./dados/dados_carro\Carro-1972.html	Hyundai HB20 1.0 Sense 2021	2020 / 2021	0	Prata	manual	5.0	34.570,00
842	./dados/dados_carro\Carro-1973.html	Hyundai HB20 1.0 Sense 2021	2020 / 2021	0	Várias cores	manual	4.0	34.800,00
843	./dados/dados_carro\Carro-1974.html	Hyundai HB20 1.0 Sense 2021	2020 / 2021	0	Branco	manual	5.0	34.990,00
844	./dados/dados_carro\Carro-1975.html	Hyundai HB20 1.0 Sense 2021	2020 / 2021	0	Cinza	manual	5.0	35.770,00
845	./dados/dados_carro\Carro-1976.html	Hyundai HB20 1.0 Vision 2021	2020 / 2021	0	Preto	manual	5.0	37.216,80
846	./dados/dados_carro\Carro-1977.html	Hyundai HB20 1.0 Vision 2021	2020 / 2021	0	Branco	manual		37.216,80
847	./dados/dados_carro\Carro-1978.html	Hyundai HB20 1.0 Vision 2021	2020 / 2021	0	Várias cores	manual		37.216,80
848	./dados/dados_carro\Carro-1979.html	Hyundai HB20 1.0 Vision 2021	2020 / 2021	0	Várias cores	manual		37.216,80
849	./dados/dados_carro\Carro-1980.html	Hyundai HB20 1.0 Vision 2021	2020 / 2021	0	Branco	manual		37.970,00
850	./dados/dados_carro\Carro-1981.html	Hyundai HB20 1.0 Vision 2021	2020 / 2021	0	Várias cores	manual	4.0	37.990,00
851	./dados/dados_carro\Carro-1982.html	Hyundai HB20 1.0 Sense 2021	2020 / 2021	0	Preto	manual	5.0	38.100,00
852	./dados/dados_carro\Carro-1983.html	Hyundai HB20 1.0 Sense 2021	2020 / 2021	0	Branco	manual	5.0	38.300,00
853	./dados/dados_carro\Carro-1984.html	Hyundai HB20 1.0 Sense 2021	2020 / 2021	0	Prata	manual	5.0	39.890,00
854	./dados/dados_carro\Carro-1985.html	Hyundai HB20 1.0 Vision 2021	2020 / 2021	0	Várias cores	manual	4.0	41.500,00
855	./dados/dados_carro\Carro-1986.html	Hyundai HB20 1.0 Sense 2021	2020 / 2021	1.000 	Preto	manual	4.0	43.300,00
856	./dados/dados_carro\Carro-1987.html	Hyundai HB20 1.0 Vision 2021	2020 / 2021	0	Branco	manual	5.0	44.553,00
857	./dados/dados_carro\Carro-1988.html	Hyundai HB20 1.0 Vision 2021	2020 / 2021	0	Preto	manual	5.0	44.553,00
858	./dados/dados_carro\Carro-1989.html	Hyundai HB20 1.6 Vision 2021	2020 / 2021	0	Preto	manual	5.0	45.890,00
859	./dados/dados_carro\Carro-199.html	Chevrolet Onix 1.0 Turbo Premier (Aut) 2020	2019 / 2020	0	Branco	automático	5.0	75.990,00
860	./dados/dados_carro\Carro-1990.html	Hyundai HB20 1.0 Sense 2021	2020 / 2021	0	Preto	manual	4.0	45.900,00
861	./dados/dados_carro\Carro-1992.html	Hyundai HB20 1.0 Sense 2021	2020 / 2021	0	Branco	manual	4.0	45.990,00
862	./dados/dados_carro\Carro-1993.html	Hyundai HB20 1.0 Sense 2021	2020 / 2021	0	Branco	manual	5.0	49.590,00
863	./dados/dados_carro\Carro-1994.html	Hyundai HB20 1.0 Sense 2021	2020 / 2021	0	Preto	manual	5.0	49.590,00
864	./dados/dados_carro\Carro-1995.html	Hyundai HB20 1.0 Sense 2021	2020 / 2021	0	Várias cores	manual	5.0	46.490,00
865	./dados/dados_carro\Carro-1996.html	Hyundai HB20 1.0 Sense 2021	2020 / 2021	0	Branco	manual	4.0	46.990,00
866	./dados/dados_carro\Carro-1997.html	Hyundai HB20 1.0 Sense 2021	2020 / 2021	0	Preto	manual	4.0	46.990,00
867	./dados/dados_carro\Carro-1998.html	Hyundai HB20 1.0 Sense 2021	2020 / 2021	0	Branco	manual	5.0	46.990,00
868	./dados/dados_carro\Carro-2.html	Chevrolet Onix 1.0 (Flex) 2020	2020 / 2020	0	Várias cores	manual	4.0	37.995,00
869	./dados/dados_carro\Carro-20.html	Chevrolet Onix 1.0 Joy SPE/4 2019	2019 / 2019	44.250 	Cinza	manual	4.0	37.500,00
870	./dados/dados_carro\Carro-2001.html	Jeep Renegade 1.8 (Aut) 2020	2019 / 2020	18.169 	Cinza	automático	5.0	79.900,00
871	./dados/dados_carro\Carro-2002.html	Jeep Renegade 1.8 Longitude (Aut) 2020	2020 / 2020	2.000 	Branco	automático	4.0	86.990,00
872	./dados/dados_carro\Carro-2003.html	Jeep Renegade 1.8 Sport (Aut) 2020	2019 / 2020	0	Preto	automático	4.0	92.000,00
873	./dados/dados_carro\Carro-2004.html	Jeep Renegade 1.8 Limited (Aut) 2020	2019 / 2020	3.481 	Branco	automático		92.900,00
874	./dados/dados_carro\Carro-2005.html	Jeep Renegade 1.8 Limited (Aut) 2020	2019 / 2020	8.898 	Branco	automático	5.0	94.900,00
875	./dados/dados_carro\Carro-2006.html	Jeep Renegade 1.8 Sport (Aut) 2019	2018 / 2019	39.000 	Vermelho	automático	4.0	63.900,00
876	./dados/dados_carro\Carro-2007.html	Jeep Renegade 1.8 Sport 2019	2018 / 2019	40.034 	Preto	manual	4.0	67.990,00
877	./dados/dados_carro\Carro-2008.html	Jeep Renegade 1.8 Sport (Aut) 2019	2018 / 2019	37.304 	Preto	automático	4.0	69.470,00
878	./dados/dados_carro\Carro-2009.html	Jeep Renegade 1.8 Sport (Aut) 2019	2018 / 2019	35.000 	Prata	automático	4.0	71.900,00
879	./dados/dados_carro\Carro-2010.html	Jeep Renegade 1.8 Sport (Aut) 2019	2018 / 2019	20.671 	Cinza	automático	4.0	72.000,00
880	./dados/dados_carro\Carro-2011.html	Jeep Renegade 1.8 Longitude (Aut) 2019	2019 / 2019	39.938 	Prata	automático		74.900,00
881	./dados/dados_carro\Carro-2012.html	Jeep Renegade 1.8 Longitude (Aut) 2019	2019 / 2019	40.000 	Vermelho	automático	5.0	75.900,00
882	./dados/dados_carro\Carro-2014.html	Jeep Renegade 1.8 Longitude (Aut) 2019	2019 / 2019	31.000 	Prata	automático	4.0	79.900,00
883	./dados/dados_carro\Carro-2015.html	Jeep Renegade Sport 1.8 (Flex) 2018	2018 / 2018	22.900 	Preto	manual	4.0	61.900,00
884	./dados/dados_carro\Carro-2016.html	Jeep Renegade Sport 1.8 (Flex) 2018	2018 / 2018	50.700 	Prata	manual	4.0	61.900,00
885	./dados/dados_carro\Carro-2018.html	Jeep Renegade Longitude 1.8 (Aut) (Flex) 2018	2018 / 2018	47.000 	Preto	automático	4.0	72.900,00
886	./dados/dados_carro\Carro-2021.html	Jeep Renegade 1.8 Sport (Aut) 2020	2020 / 2020	0	Vermelho	automático	5.0	90.990,00
887	./dados/dados_carro\Carro-2022.html	Jeep Renegade 1.8 Sport (Aut) 2020	2020 / 2020	0	Vermelho	automático	4.0	91.590,00
888	./dados/dados_carro\Carro-2023.html	Jeep Renegade 1.8 Sport (Aut) 2020	2019 / 2020	0	Vermelho	automático	5.0	91.590,00
889	./dados/dados_carro\Carro-2024.html	Jeep Renegade 1.8 Sport (Aut) 2020	2019 / 2020	0	Vermelho	automático	5.0	91.590,00
890	./dados/dados_carro\Carro-2025.html	Jeep Renegade 1.8 Sport (Aut) 2020	2020 / 2020	0	Prata	automático	4.0	91.590,00
891	./dados/dados_carro\Carro-2026.html	Jeep Renegade 1.8 WSL (Aut) 2020	2019 / 2020	0	Branco	automático	4.0	91.890,00
892	./dados/dados_carro\Carro-2027.html	Jeep Renegade 1.8 WSL (Aut) 2020	2019 / 2020	0	Branco	automático	4.0	91.890,00
893	./dados/dados_carro\Carro-2028.html	Jeep Renegade 1.8 WSL (Aut) 2020	2019 / 2020	0	Branco	automático	4.0	91.890,00
894	./dados/dados_carro\Carro-2029.html	Jeep Renegade 1.8 WSL (Aut) 2020	2019 / 2020	0	Branco	automático	4.0	91.890,00
895	./dados/dados_carro\Carro-2030.html	Jeep Renegade 1.8 WSL (Aut) 2020	2019 / 2020	0	Branco	automático	4.0	91.890,00
896	./dados/dados_carro\Carro-2031.html	Jeep Renegade 1.8 WSL (Aut) 2020	2019 / 2020	0	Branco	automático	4.0	91.890,00
897	./dados/dados_carro\Carro-2032.html	Jeep Renegade 1.8 WSL (Aut) 2020	2019 / 2020	0	Branco	automático	4.0	91.890,00
898	./dados/dados_carro\Carro-2033.html	Jeep Renegade 1.8 WSL (Aut) 2020	2019 / 2020	0	Branco	automático	4.0	91.890,00
